time,rank,Maps_uid,Maps_number,Players_pid,Players_name
00:22.25,1,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,3704,redank
00:22.53,2,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,7517,Bor
00:22.64,3,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,2187,zetos.
00:22.72,4,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,1042,×saiphyy×
00:22.75,5,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,1950,// fey « т³ //
00:22.84,6,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,5955,mikmos
00:22.89,7,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,8037,akif713
00:22.89,8,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,2448,nonick
00:22.91,9,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,4082,iiHugo « т³
00:22.99,10,lkENqXAtsGrPg4fenL5y8nK6Hd1,351,1174,Нтм.Nad!
00:11.47,1,kyAegb98j0wp3lcChUiXR73ySFj,352,7420,Marius
00:11.50,2,kyAegb98j0wp3lcChUiXR73ySFj,352,2393,ĊĦ Bob
00:11.55,3,kyAegb98j0wp3lcChUiXR73ySFj,352,791,сав | маפוѕтяа. <3
00:11.68,4,kyAegb98j0wp3lcChUiXR73ySFj,352,443,Arrianus
00:11.72,5,kyAegb98j0wp3lcChUiXR73ySFj,352,1396,Lemon :) ᄓ boosт³
00:11.75,6,kyAegb98j0wp3lcChUiXR73ySFj,352,8754,gluesniffah
00:11.79,7,kyAegb98j0wp3lcChUiXR73ySFj,352,1677,Eddy!
00:11.83,8,kyAegb98j0wp3lcChUiXR73ySFj,352,2652,Wikky69
00:11.84,9,kyAegb98j0wp3lcChUiXR73ySFj,352,7517,Bor
00:11.87,10,kyAegb98j0wp3lcChUiXR73ySFj,352,1042,×saiphyy×
00:15.31,1,C_TfxGfgruf4n5bCdvje846cWLd,353,2515,omio〢๓ђ
00:15.38,2,C_TfxGfgruf4n5bCdvje846cWLd,353,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:15.41,3,C_TfxGfgruf4n5bCdvje846cWLd,353,1042,×saiphyy×
00:15.42,4,C_TfxGfgruf4n5bCdvje846cWLd,353,834,мםя zybzerraaa
00:15.44,5,C_TfxGfgruf4n5bCdvje846cWLd,353,542,ѕĸγ»МіǤ«ғฟ๏
00:15.46,6,C_TfxGfgruf4n5bCdvje846cWLd,353,443,Arrianus
00:15.46,7,C_TfxGfgruf4n5bCdvje846cWLd,353,1361,Revan
00:15.47,8,C_TfxGfgruf4n5bCdvje846cWLd,353,2904,NoPro»Skyer03
00:15.47,9,C_TfxGfgruf4n5bCdvje846cWLd,353,1950,// fey « т³ //
00:15.50,10,C_TfxGfgruf4n5bCdvje846cWLd,353,2348,ѕняєк!ζємטѕч²
00:20.36,1,1A3dpLI7HASFr8yeI6tah44da6j,354,7517,Bor
00:20.41,2,1A3dpLI7HASFr8yeI6tah44da6j,354,1174,Нтм.Nad!
00:20.75,3,1A3dpLI7HASFr8yeI6tah44da6j,354,5955,mikmos
00:21.06,4,1A3dpLI7HASFr8yeI6tah44da6j,354,1798,byoš
00:21.11,5,1A3dpLI7HASFr8yeI6tah44da6j,354,336,»ғฟ๏« Ŀιиκ.* Law
00:21.19,6,1A3dpLI7HASFr8yeI6tah44da6j,354,2187,zetos.
00:21.36,7,1A3dpLI7HASFr8yeI6tah44da6j,354,4082,iiHugo « т³
00:21.41,8,1A3dpLI7HASFr8yeI6tah44da6j,354,2514,shen
00:21.48,9,1A3dpLI7HASFr8yeI6tah44da6j,354,3704,redank
00:21.51,10,1A3dpLI7HASFr8yeI6tah44da6j,354,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:20.24,1,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,3215,syz « т³
00:20.27,2,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,4252,िα๓² ayeewake ๓ไ
00:20.29,3,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,2484,Roa〆
00:20.34,4,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,120,мѕι mo
00:20.35,5,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,3165,ғяσैѕѕ
00:20.41,6,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,2479,nut
00:20.44,7,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:20.46,8,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,1600,сав ¬ nellike
00:20.53,9,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,2904,NoPro»Skyer03
00:20.55,10,tFu8aiKg4BwtFIxQ7zlKvjDZ7i7,355,5752,zefi.
00:14.66,1,poS6nZbLLQPWsA9OvgDTG0N53_1,356,57,i
00:15.16,2,poS6nZbLLQPWsA9OvgDTG0N53_1,356,487,bPlayैērシmsi
00:15.33,3,poS6nZbLLQPWsA9OvgDTG0N53_1,356,3474,๓ไ» βακεδ Δlαsκα « т³
00:15.65,4,poS6nZbLLQPWsA9OvgDTG0N53_1,356,4354,「ιиғяα」
00:15.73,5,poS6nZbLLQPWsA9OvgDTG0N53_1,356,3453,िα๓² ҂ ぬEC! « т³
00:15.81,6,poS6nZbLLQPWsA9OvgDTG0N53_1,356,975,ѕκγ. flex
00:15.83,7,poS6nZbLLQPWsA9OvgDTG0N53_1,356,6496,noxie ^..^
00:15.88,8,poS6nZbLLQPWsA9OvgDTG0N53_1,356,5506,ZΞpћЯ4モ
00:15.95,9,poS6nZbLLQPWsA9OvgDTG0N53_1,356,2713,NICK
00:15.98,10,poS6nZbLLQPWsA9OvgDTG0N53_1,356,1174,Нтм.Nad!
00:38.22,1,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,3955,Nem #jome
00:39.57,2,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,975,ѕκγ. flex
00:40.16,3,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:41.49,4,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,1512,Drehspießfleisch im Brot « т³
00:42.87,5,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,2011,ि७
00:42.88,6,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,987,Law¬rowy
00:43.47,7,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,2243,sauucey
00:43.59,8,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,42,aeैq«т³
00:44.02,9,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,5197,Schmaniol « т³
00:44.60,10,ihc9JrjT4jZRL2kApFq5YwG4sG1,357,777,Jere
00:22.90,1,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,5752,zefi.
00:24.08,2,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:25.12,3,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,1797,ױρאωєя.т³
00:25.96,4,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,2448,nonick
00:26.29,5,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,1042,×saiphyy×
00:26.48,6,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,1174,Нтм.Nad!
00:26.71,7,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,18,ѕκγ | Ζοםωιи
00:26.82,8,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,1396,Lemon :) ᄓ boosт³
00:27.24,9,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,797,Vadi.
00:27.35,10,CSBZHqlroUg3Me0bAIiDLqNtq1l,358,542,ѕĸγ»МіǤ«ғฟ๏
00:15.02,1,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,1042,×saiphyy×
00:15.10,2,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:15.30,3,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,4104,andrew
00:15.86,4,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,2243,sauucey
00:16.72,5,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,1174,Нтм.Nad!
00:17.02,6,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,8717,Puwwa
00:20.89,7,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,955,MĄROĆ¬Drei〢ѕІоώ»ЈŁ
00:22.03,8,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,572,ױGamble.
00:22.36,9,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,1677,Eddy!
00:22.56,10,7vzp1p3RdGXuxMMoSjKac4TJ5l8,359,8275,Bigs ļนск
00:37.45,1,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:37.78,2,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,4354,「ιиғяα」
00:38.25,3,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,3955,Nem #jome
00:38.56,4,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,1042,×saiphyy×
00:39.09,5,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,57,i
00:39.23,6,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,970,miau
00:39.49,7,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,1798,byoš
00:39.56,8,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,8407,ңя ױ jarck.
00:39.65,9,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,5383,HELM | CJay
00:39.93,10,_zj_26XkuE_4O0lk07gfFgn4Pp7,360,7613,DaBest
00:26.28,1,1l9t7lUHagfdYuWE0BHCalcxMg5,361,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:26.39,2,1l9t7lUHagfdYuWE0BHCalcxMg5,361,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:26.53,3,1l9t7lUHagfdYuWE0BHCalcxMg5,361,1042,×saiphyy×
00:26.77,4,1l9t7lUHagfdYuWE0BHCalcxMg5,361,2128,/passi
00:26.81,5,1l9t7lUHagfdYuWE0BHCalcxMg5,361,1600,сав ¬ nellike
00:26.87,6,1l9t7lUHagfdYuWE0BHCalcxMg5,361,4252,िα๓² ayeewake ๓ไ
00:26.87,7,1l9t7lUHagfdYuWE0BHCalcxMg5,361,2549,Ісегॆॅ็
00:26.89,8,1l9t7lUHagfdYuWE0BHCalcxMg5,361,8323,CarroT
00:26.90,9,1l9t7lUHagfdYuWE0BHCalcxMg5,361,2574,мѕι » Morale
00:26.92,10,1l9t7lUHagfdYuWE0BHCalcxMg5,361,1013,Louffy.
00:30.63,1,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,2549,Ісегॆॅ็
00:30.82,2,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,8322,~़Vוטה ๋:>
00:30.89,3,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,4082,iiHugo « т³
00:30.94,4,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,2029,ѕהνぬѕресטねНтм
00:30.96,5,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,5274,VictorPro123
00:31.04,6,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,1042,×saiphyy×
00:31.04,7,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:31.10,8,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,120,мѕι mo
00:31.13,9,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,4427,Kairoैs! « т³
00:31.16,10,dPaMMZLD6UVsCWPOPlYsxhFyU6d,362,487,bPlayैērシmsi
00:10.74,1,2sgNhTHa1WsbImXZOXiO0WIbND9,363,2574,мѕι » Morale
00:10.85,2,2sgNhTHa1WsbImXZOXiO0WIbND9,363,1798,byoš
00:11.05,3,2sgNhTHa1WsbImXZOXiO0WIbND9,363,1396,Lemon :) ᄓ boosт³
00:11.07,4,2sgNhTHa1WsbImXZOXiO0WIbND9,363,1889,racing game enjoyer
00:11.13,5,2sgNhTHa1WsbImXZOXiO0WIbND9,363,2188,Sileenz
00:11.15,6,2sgNhTHa1WsbImXZOXiO0WIbND9,363,8632,car driver
00:11.16,7,2sgNhTHa1WsbImXZOXiO0WIbND9,363,2448,nonick
00:11.20,8,2sgNhTHa1WsbImXZOXiO0WIbND9,363,1990,brego×
00:11.22,9,2sgNhTHa1WsbImXZOXiO0WIbND9,363,4772,HELM | Pia
00:11.27,10,2sgNhTHa1WsbImXZOXiO0WIbND9,363,2187,zetos.
00:11.52,1,bECLTW6tRHiUHxjpjkp4inYQh6j,364,1600,сав ¬ nellike
00:11.58,2,bECLTW6tRHiUHxjpjkp4inYQh6j,364,1042,×saiphyy×
00:11.58,3,bECLTW6tRHiUHxjpjkp4inYQh6j,364,18,ѕκγ | Ζοםωιи
00:11.64,4,bECLTW6tRHiUHxjpjkp4inYQh6j,364,1683,Eltev_X
00:11.66,5,bECLTW6tRHiUHxjpjkp4inYQh6j,364,3704,redank
00:11.72,6,bECLTW6tRHiUHxjpjkp4inYQh6j,364,7517,Bor
00:11.88,7,bECLTW6tRHiUHxjpjkp4inYQh6j,364,5383,HELM | CJay
00:12.01,8,bECLTW6tRHiUHxjpjkp4inYQh6j,364,2448,nonick
00:12.02,9,bECLTW6tRHiUHxjpjkp4inYQh6j,364,2114,凹 faiby ?
00:12.03,10,bECLTW6tRHiUHxjpjkp4inYQh6j,364,1402,yo my name valent
00:07.82,1,yTcB_bSLC72nqENeuuMDu6Nx_x,365,3955,Nem #jome
00:07.84,2,yTcB_bSLC72nqENeuuMDu6Nx_x,365,8440,FREAKY mouse
00:07.91,3,yTcB_bSLC72nqENeuuMDu6Nx_x,365,1042,×saiphyy×
00:07.93,4,yTcB_bSLC72nqENeuuMDu6Nx_x,365,2243,sauucey
00:07.95,5,yTcB_bSLC72nqENeuuMDu6Nx_x,365,3760,еяаメjewlians_96(real) ๓ไ
00:08.02,6,yTcB_bSLC72nqENeuuMDu6Nx_x,365,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:08.03,7,yTcB_bSLC72nqENeuuMDu6Nx_x,365,1950,// fey « т³ //
00:08.06,8,yTcB_bSLC72nqENeuuMDu6Nx_x,365,6760,Lucin
00:08.16,9,yTcB_bSLC72nqENeuuMDu6Nx_x,365,9607,oskartm
00:08.24,10,yTcB_bSLC72nqENeuuMDu6Nx_x,365,7715,HELM |  Sclapp
00:23.89,1,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,1174,Нтм.Nad!
00:24.03,2,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,7517,Bor
00:24.18,3,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,8322,~़Vוטה ๋:>
00:24.21,4,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,1950,// fey « т³ //
00:24.22,5,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,18,ѕκγ | Ζοםωιи
00:24.24,6,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,2479,nut
00:24.25,7,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,1042,×saiphyy×
00:24.26,8,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,5274,VictorPro123
00:24.29,9,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,3704,redank
00:24.31,10,N09XKbsQ6eqJLVGbOzQsb77EIJ0,366,4252,िα๓² ayeewake ๓ไ
00:12.97,1,hmEOnu3lwHazj1ANXrTvk6haAem,367,2243,sauucey
00:12.97,2,hmEOnu3lwHazj1ANXrTvk6haAem,367,3165,ғяσैѕѕ
00:13.02,3,hmEOnu3lwHazj1ANXrTvk6haAem,367,3704,redank
00:13.04,4,hmEOnu3lwHazj1ANXrTvk6haAem,367,2479,nut
00:13.13,5,hmEOnu3lwHazj1ANXrTvk6haAem,367,336,»ғฟ๏« Ŀιиκ.* Law
00:13.18,6,hmEOnu3lwHazj1ANXrTvk6haAem,367,1396,Lemon :) ᄓ boosт³
00:13.21,7,hmEOnu3lwHazj1ANXrTvk6haAem,367,1683,Eltev_X
00:13.21,8,hmEOnu3lwHazj1ANXrTvk6haAem,367,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:13.24,9,hmEOnu3lwHazj1ANXrTvk6haAem,367,8737,HELM |Uptempo_Miko
00:13.27,10,hmEOnu3lwHazj1ANXrTvk6haAem,367,2448,nonick
00:17.29,1,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,542,ѕĸγ»МіǤ«ғฟ๏
00:17.80,2,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,2188,Sileenz
00:17.91,3,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,1396,Lemon :) ᄓ boosт³
00:18.03,4,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,2243,sauucey
00:18.04,5,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,3704,redank
00:18.90,6,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,3341,bazrzokh
00:18.93,7,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:19.44,8,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,1042,×saiphyy×
00:19.53,9,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,487,bPlayैērシmsi
00:19.77,10,ALvz_KCW4r9WDhAHCHn4C1tsH_2,368,2479,nut
00:09.18,1,DT3zyQ5EPadlFJEln2KgO6PkYid,369,8322,~़Vוטה ๋:>
00:10.10,2,DT3zyQ5EPadlFJEln2KgO6PkYid,369,3704,redank
00:10.17,3,DT3zyQ5EPadlFJEln2KgO6PkYid,369,57,i
00:10.36,4,DT3zyQ5EPadlFJEln2KgO6PkYid,369,2114,凹 faiby ?
00:10.73,5,DT3zyQ5EPadlFJEln2KgO6PkYid,369,1950,// fey « т³ //
00:10.82,6,DT3zyQ5EPadlFJEln2KgO6PkYid,369,2243,sauucey
00:10.87,7,DT3zyQ5EPadlFJEln2KgO6PkYid,369,2463,LPLuce
00:10.99,8,DT3zyQ5EPadlFJEln2KgO6PkYid,369,797,Vadi.
00:11.10,9,DT3zyQ5EPadlFJEln2KgO6PkYid,369,2188,Sileenz
00:11.17,10,DT3zyQ5EPadlFJEln2KgO6PkYid,369,4082,iiHugo « т³
00:13.39,1,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,542,ѕĸγ»МіǤ«ғฟ๏
00:13.46,2,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,2243,sauucey
00:13.58,3,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,4108,babababababbababbaa
00:13.59,4,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,1042,×saiphyy×
00:13.61,5,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,2901,qastef
00:13.61,6,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,487,bPlayैērシmsi
00:13.69,7,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:13.69,8,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,6156,skred
00:13.71,9,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,18,ѕκγ | Ζοםωιи
00:13.71,10,B7DUyu8E0Yi7OCXZUsSAbLcZiIj,370,2463,LPLuce
00:22.24,1,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,2904,NoPro»Skyer03
00:22.39,2,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,3704,redank
00:23.57,3,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,1042,×saiphyy×
00:23.70,4,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,6313,WATT Raptor
00:23.85,5,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:24.01,6,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,1396,Lemon :) ᄓ boosт³
00:24.34,7,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,1174,Нтм.Nad!
00:24.84,8,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,7517,Bor
00:25.59,9,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,3955,Nem #jome
00:25.86,10,BbdOcxnMXvg3NtjVP7lQMLJ1E75,371,300,Tres « т³
00:19.75,1,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,2243,sauucey
00:19.92,2,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,1042,×saiphyy×
00:20.00,3,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,336,»ғฟ๏« Ŀιиκ.* Law
00:20.12,4,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,6633,ғฟ๏.Jan¬Law
00:20.15,5,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,3704,redank
00:20.24,6,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:20.38,7,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,1249,PAY Daanke
00:20.44,8,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,2025,bijan
00:20.60,9,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,1078,FALCON
00:20.67,10,y6RSuMD6XXY6_omIgT_sr2Df_p2,372,1247,hurbanova 37
00:09.93,1,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,8322,~़Vוטה ๋:>
00:10.11,2,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,2448,nonick
00:10.24,3,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,7517,Bor
00:10.29,4,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,4082,iiHugo « т³
00:10.41,5,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,1247,hurbanova 37
00:10.42,6,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,2514,shen
00:10.50,7,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,1950,// fey « т³ //
00:10.50,8,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,797,Vadi.
00:10.51,9,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,18,ѕκγ | Ζοםωιи
00:10.53,10,qJKe_r_Ws_rvhzOMK9wiyWc_3Oi,373,1396,Lemon :) ᄓ boosт³
00:25.76,1,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,1042,×saiphyy×
00:25.94,2,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,8323,CarroT
00:26.01,3,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,3955,Nem #jome
00:26.03,4,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,7613,DaBest
00:26.07,5,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,8764,agrabou
00:26.08,6,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:26.11,7,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,3707,SEA
00:26.14,8,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,4082,iiHugo « т³
00:26.21,9,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,2712,Whiмѕιcal«т³
00:26.24,10,hGJoziRQU8dA8Z9fyavGm_vt3rj,374,2243,sauucey
00:24.09,1,AmGo1on5LAEPBk1jPjJIlPeY809,375,209,ツ]  kyafkyafkyafkyafkyafkyafk  [т³
00:27.99,2,AmGo1on5LAEPBk1jPjJIlPeY809,375,1247,hurbanova 37
00:35.01,3,AmGo1on5LAEPBk1jPjJIlPeY809,375,823,Buuurd
00:37.02,4,AmGo1on5LAEPBk1jPjJIlPeY809,375,1174,Нтм.Nad!
00:37.13,5,AmGo1on5LAEPBk1jPjJIlPeY809,375,7581,Kares
00:37.51,6,AmGo1on5LAEPBk1jPjJIlPeY809,375,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:39.19,7,AmGo1on5LAEPBk1jPjJIlPeY809,375,5955,mikmos
00:39.68,8,AmGo1on5LAEPBk1jPjJIlPeY809,375,2243,sauucey
00:39.78,9,AmGo1on5LAEPBk1jPjJIlPeY809,375,487,bPlayैērシmsi
00:39.95,10,AmGo1on5LAEPBk1jPjJIlPeY809,375,3360,xosar
00:18.87,1,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,3704,redank
00:19.22,2,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,2873,웃laser웃
00:19.32,3,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,120,мѕι mo
00:19.53,4,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,1797,ױρאωєя.т³
00:19.54,5,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,101,Hèिést
00:19.68,6,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,1042,×saiphyy×
00:19.79,7,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,43,ѕκy²oumol_«_т³
00:20.06,8,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,7144,hops
00:20.42,9,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,2187,zetos.
00:20.58,10,DKjY8dkTChCgbW8GJ2hmRjKPok6,376,4104,andrew
00:40.51,1,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,2484,Roa〆
00:43.18,2,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,1677,Eddy!
00:43.53,3,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,1396,Lemon :) ᄓ boosт³
00:43.86,4,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:44.02,5,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,2243,sauucey
00:44.30,6,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,3760,еяаメjewlians_96(real) ๓ไ
00:44.68,7,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,3704,redank
00:44.91,8,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,2029,ѕהνぬѕресטねНтм
00:44.99,9,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,1042,×saiphyy×
00:46.42,10,SlSHkeP2knDqVXwXWJjIPR6KeNb,377,1797,ױρאωєя.т³
00:19.65,1,nQIoiDd3dMxJKaDirIhBbxd73Bk,378,1797,ױρאωєя.т³
00:21.05,2,nQIoiDd3dMxJKaDirIhBbxd73Bk,378,43,ѕκy²oumol_«_т³
00:21.09,3,nQIoiDd3dMxJKaDirIhBbxd73Bk,378,57,i
00:21.18,4,nQIoiDd3dMxJKaDirIhBbxd73Bk,378,1174,Нтм.Nad!
00:21.29,5,nQIoiDd3dMxJKaDirIhBbxd73Bk,378,8407,ңя ױ jarck.
