time,rank,Maps_uid,Maps_number,Players_pid,Players_name
00:14.24,3,et5GqHgyBX1RAaMnzWpdgMuI418,324,3985,ңя ױ cam
00:14.37,4,et5GqHgyBX1RAaMnzWpdgMuI418,324,975,ѕκγ. flex
00:14.69,6,et5GqHgyBX1RAaMnzWpdgMuI418,324,2448,nonick
00:14.88,7,et5GqHgyBX1RAaMnzWpdgMuI418,324,3487,им I| νσятεх - ļนск
00:14.96,8,et5GqHgyBX1RAaMnzWpdgMuI418,324,777,Jere
00:14.97,9,et5GqHgyBX1RAaMnzWpdgMuI418,324,2463,LPLuce
00:15.58,10,et5GqHgyBX1RAaMnzWpdgMuI418,324,1290,apΧ. kamon
00:28.76,1,kKaguv5KIlssJYdbgStQsoHAWyj,325,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:28.94,2,kKaguv5KIlssJYdbgStQsoHAWyj,325,1174,Нтм.Nad!
00:29.39,3,kKaguv5KIlssJYdbgStQsoHAWyj,325,8322,~़Vוטה ๋:>
00:29.51,4,kKaguv5KIlssJYdbgStQsoHAWyj,325,5696,CCC〢Lzaps
00:29.52,5,kKaguv5KIlssJYdbgStQsoHAWyj,325,144,הѕс¬Ғеяяу | мр
00:29.53,6,kKaguv5KIlssJYdbgStQsoHAWyj,325,3704,redank
00:29.57,7,kKaguv5KIlssJYdbgStQsoHAWyj,325,1677,Eddy!
00:29.59,8,kKaguv5KIlssJYdbgStQsoHAWyj,325,45,сав tekky.
00:29.67,9,kKaguv5KIlssJYdbgStQsoHAWyj,325,336,»ғฟ๏« Ŀιиκ.* Law
00:29.78,10,kKaguv5KIlssJYdbgStQsoHAWyj,325,538,.
00:16.67,1,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,2919,r4' « т³
00:16.81,2,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,2484,Roa〆
00:16.89,3,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,5955,mikmos
00:16.90,4,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,1683,Eltev_X
00:16.92,5,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,1402,yo my name valent
00:16.93,6,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,2553,Unknown >.<
00:16.94,7,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,1092,LeG〢Samiƒun
00:16.95,8,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,1396,Lemon :) ᄓ boosт³
00:16.96,9,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,2574,мѕι » Morale
00:16.98,10,5qnZgLrmMv4Q4gKrSvUCD_JBzJb,326,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:14.93,1,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,3704,redank
00:14.98,2,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,1042,×saiphyy×
00:15.07,3,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,8322,~़Vוטה ๋:>
00:15.15,4,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,8407,ңя ױ jarck.
00:15.17,5,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,4082,iiHugo « т³
00:15.31,6,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,1396,Lemon :) ᄓ boosт³
00:15.48,7,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:15.52,8,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,2463,LPLuce
00:15.56,9,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,1677,Eddy!
00:15.76,10,EYZPfoKyXuYQWMnSlGQNulq8sLf,327,2448,nonick
00:37.87,1,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,4242,Betojo c:
00:46.63,2,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:47.07,3,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,3704,redank
00:47.61,4,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,1042,×saiphyy×
00:47.64,5,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,1247,hurbanova 37
00:48.24,6,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,5955,mikmos
00:48.52,7,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,2243,sauucey
00:48.94,8,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,178,DWN.skandear
00:49.10,9,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,8632,car driver
00:49.21,10,7n6f0HtDG8MGmTA5sQQ8nljdIjf,328,8280,pan
00:13.95,1,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:13.98,2,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,3704,redank
00:14.02,3,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,2553,Unknown >.<
00:14.13,4,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,8957,Frosttbitten
00:14.14,5,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,7264,Lolodpro
00:14.16,6,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,889,Ғαмоυѕ.Poufi॰сав
00:14.17,7,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,2514,shen
00:14.18,8,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,1039,le_duc44
00:14.19,9,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,1042,×saiphyy×
00:14.21,10,gdXVN9x4x_UJ1ePKeIit8pdhVaf,329,3909,lappen
00:23.73,1,aHPsyJGlTVOs02EC2s8jg4d535l,330,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:23.86,2,aHPsyJGlTVOs02EC2s8jg4d535l,330,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:24.32,3,aHPsyJGlTVOs02EC2s8jg4d535l,330,1042,×saiphyy×
00:24.60,4,aHPsyJGlTVOs02EC2s8jg4d535l,330,8407,ңя ױ jarck.
00:24.82,5,aHPsyJGlTVOs02EC2s8jg4d535l,330,5274,VictorPro123
00:25.43,6,aHPsyJGlTVOs02EC2s8jg4d535l,330,2448,nonick
00:25.85,7,aHPsyJGlTVOs02EC2s8jg4d535l,330,120,мѕι mo
00:26.16,8,aHPsyJGlTVOs02EC2s8jg4d535l,330,3704,redank
00:26.23,9,aHPsyJGlTVOs02EC2s8jg4d535l,330,1797,ױρאωєя.т³
00:26.51,10,aHPsyJGlTVOs02EC2s8jg4d535l,330,2187,zetos.
00:12.59,1,7S0RXnprb8feVpjr4FNIwdIzq20,331,3704,redank
00:12.65,2,7S0RXnprb8feVpjr4FNIwdIzq20,331,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:12.70,3,7S0RXnprb8feVpjr4FNIwdIzq20,331,487,bPlayैērシmsi
00:12.83,4,7S0RXnprb8feVpjr4FNIwdIzq20,331,542,ѕĸγ»МіǤ«ғฟ๏
00:12.87,5,7S0RXnprb8feVpjr4FNIwdIzq20,331,2029,ѕהνぬѕресטねНтм
00:12.89,6,7S0RXnprb8feVpjr4FNIwdIzq20,331,1797,ױρאωєя.т³
00:12.89,7,7S0RXnprb8feVpjr4FNIwdIzq20,331,45,сав tekky.
00:12.89,8,7S0RXnprb8feVpjr4FNIwdIzq20,331,4082,iiHugo « т³
00:12.90,9,7S0RXnprb8feVpjr4FNIwdIzq20,331,5577,Geneяal є๏ยlίร ЈΛŦ
00:12.98,10,7S0RXnprb8feVpjr4FNIwdIzq20,331,1042,×saiphyy×
00:17.28,1,mFj9xolewMovvGP738TbPBpwdib,332,1797,ױρאωєя.т³
00:17.37,2,mFj9xolewMovvGP738TbPBpwdib,332,336,»ғฟ๏« Ŀιиκ.* Law
00:18.14,3,mFj9xolewMovvGP738TbPBpwdib,332,4082,iiHugo « т³
00:18.15,4,mFj9xolewMovvGP738TbPBpwdib,332,2873,웃laser웃
00:18.20,5,mFj9xolewMovvGP738TbPBpwdib,332,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:18.25,6,mFj9xolewMovvGP738TbPBpwdib,332,2243,sauucey
00:18.29,7,mFj9xolewMovvGP738TbPBpwdib,332,2187,zetos.
00:18.40,8,mFj9xolewMovvGP738TbPBpwdib,332,1042,×saiphyy×
00:18.50,9,mFj9xolewMovvGP738TbPBpwdib,332,8322,~़Vוטה ๋:>
00:18.64,10,mFj9xolewMovvGP738TbPBpwdib,332,4354,「ιиғяα」
00:15.20,1,vyRD57GjLM4MLSste4IWEgoYXs9,333,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:15.44,2,vyRD57GjLM4MLSste4IWEgoYXs9,333,101,Hèिést
00:15.62,3,vyRD57GjLM4MLSste4IWEgoYXs9,333,3165,ғяσैѕѕ
00:15.73,4,vyRD57GjLM4MLSste4IWEgoYXs9,333,5274,VictorPro123
00:15.86,5,vyRD57GjLM4MLSste4IWEgoYXs9,333,487,bPlayैērシmsi
00:15.89,6,vyRD57GjLM4MLSste4IWEgoYXs9,333,2243,sauucey
00:15.89,7,vyRD57GjLM4MLSste4IWEgoYXs9,333,2712,Whiмѕιcal«т³
00:15.90,8,vyRD57GjLM4MLSste4IWEgoYXs9,333,4104,andrew
00:15.91,9,vyRD57GjLM4MLSste4IWEgoYXs9,333,4108,babababababbababbaa
00:15.92,10,vyRD57GjLM4MLSste4IWEgoYXs9,333,4082,iiHugo « т³
00:18.08,1,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,3704,redank
00:19.62,2,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,1042,×saiphyy×
00:20.25,3,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:20.39,4,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,120,мѕι mo
00:22.28,5,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,2243,sauucey
00:22.81,6,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,336,»ғฟ๏« Ŀιиκ.* Law
00:22.81,7,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:22.88,8,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,1950,// fey « т³ //
00:22.95,9,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,2549,Ісегॆॅ็
00:22.96,10,goF_vZI2lgUUux1Jk6N0ORyFgO8,334,975,ѕκγ. flex
00:11.41,1,monLP7fcy236rRahWd_P_wBndg5,335,336,»ғฟ๏« Ŀιиκ.* Law
00:11.61,2,monLP7fcy236rRahWd_P_wBndg5,335,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:11.68,3,monLP7fcy236rRahWd_P_wBndg5,335,1798,byoš
00:11.91,4,monLP7fcy236rRahWd_P_wBndg5,335,101,Hèिést
00:12.04,5,monLP7fcy236rRahWd_P_wBndg5,335,1042,×saiphyy×
00:12.04,6,monLP7fcy236rRahWd_P_wBndg5,335,6156,skred
00:12.09,7,monLP7fcy236rRahWd_P_wBndg5,335,2873,웃laser웃
00:12.12,8,monLP7fcy236rRahWd_P_wBndg5,335,1950,// fey « т³ //
00:12.24,9,monLP7fcy236rRahWd_P_wBndg5,335,2826,KŘOĄTĘ¬Thicc〢ѕІоώ»ЈŁ
00:12.31,10,monLP7fcy236rRahWd_P_wBndg5,335,1600,сав ¬ nellike
00:28.74,1,gmVpoM77d_y46L1jc1rI3_eJNTa,336,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:28.75,2,gmVpoM77d_y46L1jc1rI3_eJNTa,336,6036,ңя ױjantronix
00:29.05,3,gmVpoM77d_y46L1jc1rI3_eJNTa,336,2187,zetos.
00:29.09,4,gmVpoM77d_y46L1jc1rI3_eJNTa,336,346,Obra « т³
00:29.18,5,gmVpoM77d_y46L1jc1rI3_eJNTa,336,3704,redank
00:29.25,6,gmVpoM77d_y46L1jc1rI3_eJNTa,336,1042,×saiphyy×
00:29.28,7,gmVpoM77d_y46L1jc1rI3_eJNTa,336,2348,ѕняєк!ζємטѕч²
00:29.28,8,gmVpoM77d_y46L1jc1rI3_eJNTa,336,5039,Billboard ЈЄҒҒ
00:29.28,9,gmVpoM77d_y46L1jc1rI3_eJNTa,336,2249,KURĐE¬Assa〢ғаѕт»ЈŁ
00:29.31,10,gmVpoM77d_y46L1jc1rI3_eJNTa,336,2128,/passi
00:20.68,1,cxZbD24Rn7kz2Wemea2JmhG78E4,337,4252,िα๓² ayeewake ๓ไ
00:21.50,2,cxZbD24Rn7kz2Wemea2JmhG78E4,337,1950,// fey « т³ //
00:23.33,3,cxZbD24Rn7kz2Wemea2JmhG78E4,337,955,MĄROĆ¬Drei〢ѕІоώ»ЈŁ
00:23.52,4,cxZbD24Rn7kz2Wemea2JmhG78E4,337,1174,Нтм.Nad!
00:24.11,5,cxZbD24Rn7kz2Wemea2JmhG78E4,337,542,ѕĸγ»МіǤ«ғฟ๏
00:24.74,6,cxZbD24Rn7kz2Wemea2JmhG78E4,337,2549,Ісегॆॅ็
00:25.08,7,cxZbD24Rn7kz2Wemea2JmhG78E4,337,2873,웃laser웃
00:26.37,8,cxZbD24Rn7kz2Wemea2JmhG78E4,337,336,»ғฟ๏« Ŀιиκ.* Law
00:26.99,9,cxZbD24Rn7kz2Wemea2JmhG78E4,337,1042,×saiphyy×
00:27.16,10,cxZbD24Rn7kz2Wemea2JmhG78E4,337,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:23.28,1,5aeF7frX9zTWRuNz48LirHIbSM8,338,1396,Lemon :) ᄓ boosт³
00:24.83,2,5aeF7frX9zTWRuNz48LirHIbSM8,338,390,wikos2
00:25.06,3,5aeF7frX9zTWRuNz48LirHIbSM8,338,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:25.07,4,5aeF7frX9zTWRuNz48LirHIbSM8,338,3501,ңя ױ Kustosz Λc
00:25.27,5,5aeF7frX9zTWRuNz48LirHIbSM8,338,1078,FALCON
00:25.28,6,5aeF7frX9zTWRuNz48LirHIbSM8,338,608,a
00:25.31,7,5aeF7frX9zTWRuNz48LirHIbSM8,338,2243,sauucey
00:25.31,8,5aeF7frX9zTWRuNz48LirHIbSM8,338,6780,ƒun Robkey
00:25.47,9,5aeF7frX9zTWRuNz48LirHIbSM8,338,1364,Tissa.
00:25.49,10,5aeF7frX9zTWRuNz48LirHIbSM8,338,1005,FtR.
00:11.21,1,WsqYyL70ufrQELwzlzph0ugxrs0,339,8037,akif713
00:11.26,2,WsqYyL70ufrQELwzlzph0ugxrs0,339,2549,Ісегॆॅ็
00:11.43,3,WsqYyL70ufrQELwzlzph0ugxrs0,339,2514,shen
00:11.45,4,WsqYyL70ufrQELwzlzph0ugxrs0,339,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:11.47,5,WsqYyL70ufrQELwzlzph0ugxrs0,339,159,LeG〢ςīмī
00:11.51,6,WsqYyL70ufrQELwzlzph0ugxrs0,339,1797,ױρאωєя.т³
00:11.52,7,WsqYyL70ufrQELwzlzph0ugxrs0,339,1446,Jeff Bömpos
00:11.53,8,WsqYyL70ufrQELwzlzph0ugxrs0,339,149,Marmerladi
00:11.54,9,WsqYyL70ufrQELwzlzph0ugxrs0,339,8407,ңя ױ jarck.
00:11.55,10,WsqYyL70ufrQELwzlzph0ugxrs0,339,7431,ฬคтт ζ Удהפдмεг
00:12.58,1,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,1798,byoš
00:13.01,2,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,1174,Нтм.Nad!
00:13.02,3,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,2479,nut
00:13.06,4,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,2187,zetos.
00:13.16,5,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,955,MĄROĆ¬Drei〢ѕІоώ»ЈŁ
00:13.17,6,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:13.18,7,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,5039,Billboard ЈЄҒҒ
00:13.24,8,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,3985,ңя ױ cam
00:13.27,9,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,542,ѕĸγ»МіǤ«ғฟ๏
00:13.29,10,0kta_XQu8UPV5S7FL_o8iqwpWl3,340,6064,HELM | Asvyl?
00:25.55,1,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,2904,NoPro»Skyer03
00:25.57,2,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,1042,×saiphyy×
00:25.85,3,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,2098,ραяツ
00:26.06,4,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:26.15,5,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,1396,Lemon :) ᄓ boosт³
00:26.22,6,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,2393,ĊĦ Bob
00:26.28,7,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,7517,Bor
00:26.37,8,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,3704,redank
00:26.41,9,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,4354,「ιиғяα」
00:26.42,10,5MPn1CwIKq0Ep7_SXVwJBtplas6,341,2243,sauucey
00:13.97,1,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,2187,zetos.
00:14.06,2,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,1042,×saiphyy×
00:14.47,3,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,3704,redank
00:14.63,4,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,2463,LPLuce
00:14.64,5,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,4772,HELM | Pia
00:14.68,6,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:14.95,7,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,1174,Нтм.Nad!
00:14.95,8,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,4082,iiHugo « т³
00:15.12,9,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,2243,sauucey
00:15.36,10,NeVb7EpSmJZQJQxIP1qi2fsKGt1,342,7517,Bor
00:13.33,1,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,1042,×saiphyy×
00:13.37,2,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,2375,ST0MPN
00:13.37,3,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,5383,HELM | CJay
00:13.51,4,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,2243,sauucey
00:13.53,5,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:13.55,6,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,101,Hèिést
00:13.60,7,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,2044,ЈŁ〢G工ΛSÖ〢HELM
00:13.66,8,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,2011,ि७
00:13.67,9,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,512,nexos
00:13.72,10,EmBhSaO3sRWxmy8yWa6gCYV1Suj,343,4772,HELM | Pia
00:12.07,1,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,1432,|gile i biza!JBT6
00:12.14,2,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:12.22,3,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,1174,Нтм.Nad!
00:12.28,4,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,542,ѕĸγ»МіǤ«ғฟ๏
00:12.29,5,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,1078,FALCON
00:12.32,6,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,6994,Daaug
00:12.32,7,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,7102,¬100% // Polar_15 :3
00:12.34,8,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,7955,Eternikiwi
00:12.34,9,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,8976,SeriousTM
00:12.35,10,WZy7ABFqkAL1qSnOeN44CYCf4Dc,344,4082,iiHugo « т³
00:09.23,1,Aj89_Jj4OA9vifV3aIOYwdVdun,345,3704,redank
00:09.41,2,Aj89_Jj4OA9vifV3aIOYwdVdun,345,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:09.45,3,Aj89_Jj4OA9vifV3aIOYwdVdun,345,1042,×saiphyy×
00:09.50,4,Aj89_Jj4OA9vifV3aIOYwdVdun,345,8682,alluᆢ<3
00:09.54,5,Aj89_Jj4OA9vifV3aIOYwdVdun,345,542,ѕĸγ»МіǤ«ғฟ๏
00:09.57,6,Aj89_Jj4OA9vifV3aIOYwdVdun,345,2463,LPLuce
00:09.58,7,Aj89_Jj4OA9vifV3aIOYwdVdun,345,2011,ि७
00:09.58,8,Aj89_Jj4OA9vifV3aIOYwdVdun,345,8322,~़Vוטה ๋:>
00:09.58,9,Aj89_Jj4OA9vifV3aIOYwdVdun,345,8780,Katherina2005
00:09.59,10,Aj89_Jj4OA9vifV3aIOYwdVdun,345,112,Ģąņĵą  bazo
00:18.47,1,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,6064,HELM | Asvyl?
00:18.74,2,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,1042,×saiphyy×
00:18.83,3,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,6673,ңя ױ adriaalv
00:18.86,4,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,2925,Hollow
00:18.86,5,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,3474,๓ไ» βακεδ Δlαsκα « т³
00:19.00,6,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,1320,мѕι UrangWu-tang
00:19.26,7,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,2535,andzejus
00:19.27,8,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,1589,ti
00:19.28,9,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,6156,skred
00:19.32,10,DxGAtdd8zfWZVKVXqWiypkOqlhd,346,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:17.52,1,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:18.00,2,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,101,Hèिést
00:18.05,3,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,4354,「ιиғяα」
00:18.16,4,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,390,wikos2
00:18.23,5,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,2463,LPLuce
00:18.25,6,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,5383,HELM | CJay
00:18.28,7,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,1446,Jeff Bömpos
00:18.28,8,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,336,»ғฟ๏« Ŀιиκ.* Law
00:18.28,9,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,4252,िα๓² ayeewake ๓ไ
00:18.30,10,YtLlzZQM_LnR2oY_rVv1wu4SY2c,347,1042,×saiphyy×
00:23.75,1,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:23.76,2,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,3165,ғяσैѕѕ
00:23.97,3,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,975,ѕκγ. flex
00:24.01,4,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,1042,×saiphyy×
00:24.02,5,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,2574,мѕι » Morale
00:24.04,6,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,7613,DaBest
00:24.15,7,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,7517,Bor
00:24.23,8,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,5955,mikmos
00:24.37,9,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,2384,JetDaRkTiTans
00:24.41,10,Lw1xGl2yk8ht9xfL0aYpKZ4ya6l,348,4082,iiHugo « т³
00:09.50,1,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,1247,hurbanova 37
00:09.58,2,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,4699,הѕс¬ Axell. Law
00:09.90,3,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,8407,ңя ױ jarck.
00:09.91,4,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,1042,×saiphyy×
00:09.92,5,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,1174,Нтм.Nad!
00:09.92,6,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,7671,яτх¬truliq!
00:09.92,8,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,144,הѕс¬Ғеяяу | мр
00:09.93,9,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,3219,๓ไƒ¡ll¡pp_
00:09.93,10,cGEEkxH_bM30SnqNAEPpGP3OpQ4,349,4183,ヅČƏβ/Ļӛ Ǧ工ĝăÑтĒ乌ҨǜҾSσĈίαL
00:08.74,1,dd46HyvwxjljuHGGgFY3QEe7XEd,350,1683,Eltev_X
00:09.53,2,dd46HyvwxjljuHGGgFY3QEe7XEd,350,198,Forecast : ACID RAIN !! YOU WILL DIE !!
00:09.65,3,dd46HyvwxjljuHGGgFY3QEe7XEd,350,8181, דhe פrug guץ
00:09.66,4,dd46HyvwxjljuHGGgFY3QEe7XEd,350,745,my queen greta
00:09.66,5,dd46HyvwxjljuHGGgFY3QEe7XEd,350,886,Akame'¬ѕаχ
00:09.74,6,dd46HyvwxjljuHGGgFY3QEe7XEd,350,6270,ңя ױ chris(on)top(of)her ฟřћ*
00:09.77,7,dd46HyvwxjljuHGGgFY3QEe7XEd,350,1042,×saiphyy×
00:09.77,8,dd46HyvwxjljuHGGgFY3QEe7XEd,350,8848,Anagram
00:09.83,9,dd46HyvwxjljuHGGgFY3QEe7XEd,350,444,т³v.ex
00:09.96,10,dd46HyvwxjljuHGGgFY3QEe7XEd,350,2820,ңя ױ Bs个R
